EmployeeID,Age,Gender,Department,JobRole,Education,MaritalStatus,BusinessTravel,OverTime,MonthlyIncome,YearsAtCompany,TotalWorkingYears,YearsSinceLastPromotion,DistanceFromHome,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,Attrition
1243,55,Female,Sales,Sales Executive,Bachelor,Single,Travel_Frequently,Yes,5504,7,32,0,16,4,4,1,Yes
1244,55,Male,R&D,Manager,Bachelor,Single,Travel_Frequently,No,12196,19,35,7,11,3,2,4,No
1245,50,Female,IT,IT Manager,Bachelor,Married,Travel_Rarely,Yes,6977,3,27,2,27,2,1,3,No
1246,51,Male,Sales,Sales Executive,Bachelor,Married,Travel_Frequently,Yes,4655,3,28,1,28,2,2,1,No
1247,22,Male,Sales,Sales Representative,Below College,Married,Travel_Frequently,No,3086,0,0,0,24,2,4,1,No
1248,57,Male,IT,Data Analyst,Master,Married,Travel_Rarely,No,3997,3,36,2,23,3,4,4,No
1249,28,Female,R&D,Research Scientist,Master,Divorced,Travel_Rarely,No,3429,4,4,1,20,3,2,2,No
1250,52,Female,HR,HR Specialist,Bachelor,Single,Travel_Rarely,No,6405,11,32,0,1,4,3,4,No
1251,38,Female,Sales,Sales Executive,Bachelor,Divorced,Travel_Frequently,No,2984,1,17,0,27,3,2,1,No
1252,52,Female,R&D,Research Scientist,College,Married,Travel_Frequently,No,6523,12,32,10,9,3,1,1,No
1253,54,Male,HR,Manager,College,Single,Travel_Rarely,No,9255,9,33,8,17,1,2,2,Yes
1254,20,Female,Sales,Sales Representative,Bachelor,Married,Non-Travel,Yes,3004,0,0,0,26,3,1,3,Yes
1255,24,Male,Finance,Manager,Master,Married,Travel_Rarely,No,7559,1,1,0,7,1,3,2,No
1256,55,Male,HR,Recruiter,Doctorate,Married,Travel_Rarely,No,5531,11,35,4,26,2,1,3,Yes
1257,52,Female,R&D,Laboratory Technician,College,Divorced,Travel_Rarely,No,4191,1,29,0,4,2,3,1,Yes
1258,47,Male,HR,HR Specialist,Master,Single,Non-Travel,No,6298,17,26,0,15,4,1,2,No
1259,56,Male,Sales,Sales Executive,Master,Divorced,Non-Travel,No,5284,13,34,9,13,4,4,3,No
1260,24,Female,IT,Data Analyst,Bachelor,Divorced,Non-Travel,No,3567,0,0,0,15,3,1,3,No
1261,54,Female,Sales,Sales Representative,Below College,Divorced,Travel_Rarely,No,4502,9,33,8,2,3,1,2,No
1262,42,Male,R&D,Manager,Master,Single,Travel_Rarely,No,10702,19,19,10,20,2,2,2,No
1263,49,Male,IT,IT Manager,Master,Single,Travel_Rarely,Yes,6731,2,27,2,5,2,4,3,Yes
1264,48,Female,Sales,Sales Representative,College,Married,Travel_Rarely,No,6213,9,24,3,14,2,3,3,No
1265,43,Male,HR,Recruiter,College,Divorced,Non-Travel,No,6879,15,21,4,4,3,3,4,No
1266,32,Female,Sales,Manager,Bachelor,Divorced,Travel_Frequently,No,7856,2,12,2,2,1,4,2,No
1267,45,Male,IT,Software Engineer,Master,Divorced,Travel_Rarely,Yes,5278,9,21,8,1,1,4,3,Yes
1268,56,Male,Sales,Manager,College,Divorced,Travel_Rarely,Yes,8791,11,33,5,12,4,2,1,No
1269,22,Female,Finance,Accountant,Bachelor,Divorced,Travel_Rarely,No,3271,2,2,0,21,3,3,2,No
1270,53,Female,R&D,Research Scientist,College,Divorced,Travel_Rarely,No,5650,11,31,3,6,4,1,2,No
1271,27,Male,Sales,Manager,College,Married,Non-Travel,No,6931,4,4,0,19,4,4,4,Yes
1272,60,Male,R&D,Research Scientist,Bachelor,Divorced,Travel_Rarely,Yes,4227,4,36,2,19,3,2,4,No
1273,50,Female,Sales,Manager,Master,Married,Travel_Rarely,No,7593,7,29,1,24,2,2,3,Yes
1274,21,Male,R&D,Research Scientist,Bachelor,Single,Travel_Frequently,No,2974,0,0,0,29,2,1,2,Yes
1275,54,Male,HR,Manager,Bachelor,Married,Travel_Rarely,No,11421,16,31,9,26,1,4,2,Yes
1276,34,Male,Sales,Sales Representative,Master,Single,Travel_Rarely,No,5011,12,12,1,23,4,3,2,No
1277,40,Female,R&D,Research Scientist,Bachelor,Divorced,Travel_Rarely,Yes,3906,3,18,1,12,3,3,4,No
1278,31,Female,IT,Software Engineer,Master,Divorced,Travel_Rarely,No,5256,7,7,3,5,3,3,4,No
1279,26,Male,HR,HR Specialist,Below College,Single,Travel_Frequently,No,4475,2,2,1,21,1,2,4,No
1280,36,Male,R&D,Research Scientist,College,Single,Travel_Rarely,No,3957,2,14,1,20,4,4,3,Yes
1281,38,Male,IT,IT Manager,Master,Single,Non-Travel,No,10736,18,18,4,8,2,2,1,No
1282,45,Male,R&D,Laboratory Technician,Bachelor,Divorced,Travel_Rarely,No,3487,0,21,0,27,1,1,3,Yes
1283,45,Male,Finance,Financial Analyst,Master,Married,Travel_Frequently,No,3946,5,23,4,4,1,1,3,Yes
1284,56,Female,R&D,Laboratory Technician,Bachelor,Married,Travel_Rarely,No,5487,10,35,3,4,4,4,1,No
1285,46,Female,Sales,Sales Representative,Master,Married,Non-Travel,Yes,6440,17,22,2,13,3,2,3,No
1286,37,Male,R&D,Manager,College,Single,Travel_Frequently,No,9673,15,16,5,8,2,2,3,Yes
1287,51,Male,Sales,Sales Executive,Master,Married,Travel_Rarely,No,4089,1,27,1,29,3,3,4,No
1288,23,Female,IT,Data Analyst,Master,Married,Travel_Rarely,Yes,2936,0,0,0,4,3,4,2,Yes
1289,26,Female,Sales,Manager,Doctorate,Married,Travel_Rarely,No,7051,4,4,3,16,2,3,2,No
1290,43,Female,R&D,Laboratory Technician,Master,Divorced,Travel_Rarely,Yes,6976,14,21,6,9,2,2,1,Yes
1291,29,Female,IT,IT Manager,Bachelor,Divorced,Non-Travel,No,7364,5,9,0,9,2,3,4,No
1292,50,Male,Sales,Sales Representative,College,Divorced,Travel_Frequently,Yes,4540,10,27,3,14,3,3,3,No
1293,31,Female,HR,Manager,Bachelor,Divorced,Travel_Frequently,No,8530,9,9,2,20,4,4,1,No
1294,60,Female,Finance,Financial Analyst,Master,Divorced,Travel_Rarely,Yes,3837,2,40,1,10,2,3,3,No
1295,57,Female,IT,Software Engineer,Doctorate,Divorced,Travel_Rarely,Yes,4605,5,34,1,9,1,2,2,Yes
1296,50,Male,Sales,Sales Executive,College,Married,Travel_Rarely,No,6265,12,30,3,5,1,1,3,No
1297,28,Male,R&D,Research Scientist,Bachelor,Married,Travel_Rarely,No,4246,1,8,0,28,3,4,4,No
1298,57,Female,HR,HR Specialist,Master,Married,Travel_Rarely,No,6355,13,33,6,8,3,3,4,No
1299,53,Male,R&D,Research Scientist,Master,Married,Travel_Rarely,No,4863,9,31,0,1,1,4,4,No
1300,47,Female,Sales,Manager,Bachelor,Single,Travel_Rarely,No,7288,5,26,4,3,4,4,2,No
1301,54,Female,HR,Recruiter,Bachelor,Married,Travel_Rarely,No,3726,6,31,4,21,2,2,3,No
1302,23,Male,R&D,Research Scientist,College,Married,Travel_Rarely,No,2976,2,2,1,3,2,4,1,Yes
1303,49,Male,IT,Software Engineer,College,Married,Travel_Rarely,No,4088,2,27,1,13,2,1,3,No
1304,35,Female,IT,Data Analyst,College,Divorced,Travel_Frequently,No,5255,7,12,7,25,1,2,4,No
1305,30,Male,Finance,Financial Analyst,College,Divorced,Travel_Rarely,Yes,4238,6,6,0,29,4,3,2,Yes
1306,30,Female,R&D,Research Scientist,Master,Divorced,Travel_Rarely,No,3940,3,6,2,26,2,1,1,No
1307,25,Female,Sales,Sales Representative,Bachelor,Divorced,Travel_Rarely,No,3249,1,5,1,8,2,1,2,No
1308,21,Female,R&D,Research Scientist,Bachelor,Married,Travel_Rarely,Yes,3144,0,0,0,10,1,4,4,Yes
1309,37,Male,R&D,Laboratory Technician,Master,Divorced,Travel_Rarely,Yes,6929,16,17,2,1,3,3,3,No
1310,59,Male,HR,Recruiter,College,Married,Travel_Rarely,No,4068,2,37,2,18,4,2,4,Yes
1311,24,Male,Sales,Manager,Below College,Divorced,Travel_Frequently,No,6642,3,3,3,4,2,1,4,No
1312,23,Female,IT,Software Engineer,Master,Married,Travel_Frequently,No,4401,2,2,0,29,1,2,4,Yes
1313,43,Male,IT,Software Engineer,Doctorate,Single,Travel_Rarely,No,5934,8,19,3,7,1,3,1,No
1314,35,Male,Sales,Manager,Bachelor,Single,Travel_Rarely,No,9688,11,11,2,22,1,3,4,No
1315,30,Female,R&D,Manager,Bachelor,Divorced,Travel_Rarely,No,9065,8,8,3,21,3,3,4,No
1316,36,Female,Sales,Manager,Bachelor,Married,Non-Travel,No,9970,13,13,3,1,1,1,3,Yes
1317,37,Male,R&D,Manager,Bachelor,Single,Travel_Rarely,No,6501,1,17,1,29,2,2,3,Yes
1318,24,Female,R&D,Research Scientist,Bachelor,Single,Travel_Rarely,No,3746,1,1,1,26,1,3,1,Yes
1319,27,Male,IT,Software Engineer,Bachelor,Divorced,Travel_Rarely,No,3073,0,3,0,2,4,1,3,Yes
1320,48,Male,HR,Recruiter,Bachelor,Divorced,Non-Travel,No,5938,13,27,6,3,4,2,2,No
1321,28,Male,R&D,Laboratory Technician,Bachelor,Married,Travel_Rarely,Yes,3746,5,5,4,3,4,2,2,Yes
1322,43,Female,HR,Recruiter,Master,Married,Travel_Rarely,No,5216,10,22,7,20,1,3,2,Yes
1323,43,Male,IT,Data Analyst,Master,Single,Travel_Rarely,No,2778,3,23,3,11,2,2,3,Yes
1324,33,Male,Sales,Manager,Master,Divorced,Non-Travel,No,8521,9,9,2,19,4,2,1,Yes
1325,59,Female,Sales,Manager,Master,Divorced,Travel_Rarely,No,10352,14,39,1,9,1,1,4,Yes
1326,44,Male,IT,IT Manager,Bachelor,Single,Travel_Rarely,No,11275,16,21,7,20,1,3,4,No
1327,35,Female,IT,Data Analyst,Bachelor,Married,Travel_Rarely,No,6651,13,13,8,12,2,1,3,No
1328,44,Male,Sales,Sales Representative,Bachelor,Divorced,Travel_Rarely,Yes,4179,8,20,3,24,3,4,2,No
1329,39,Female,R&D,Laboratory Technician,Master,Divorced,Travel_Frequently,Yes,6632,16,16,6,23,2,2,2,No
1330,56,Male,Finance,Accountant,College,Single,Travel_Rarely,No,4219,2,34,1,29,1,2,3,No
1331,60,Female,R&D,Manager,Bachelor,Divorced,Travel_Rarely,Yes,8240,6,39,5,19,2,1,3,Yes
1332,28,Female,Sales,Sales Representative,College,Married,Travel_Rarely,No,3585,5,6,0,7,4,4,2,No
1333,32,Male,Finance,Accountant,Master,Married,Travel_Rarely,No,5025,5,12,0,15,4,4,3,No
1334,40,Female,IT,IT Manager,Master,Single,Travel_Rarely,No,10435,16,16,6,27,1,1,4,No
1335,53,Male,Sales,Sales Representative,Bachelor,Single,Travel_Rarely,No,4590,9,32,2,14,3,3,4,No
1336,52,Male,HR,HR Specialist,Below College,Married,Travel_Rarely,No,7162,18,31,3,15,2,4,4,No
1337,30,Male,Sales,Sales Representative,Doctorate,Divorced,Travel_Frequently,No,4238,3,10,3,26,3,1,4,No
1338,41,Male,Sales,Sales Executive,Master,Married,Travel_Rarely,Yes,3633,4,20,1,24,1,4,3,Yes
1339,20,Female,Sales,Sales Executive,Bachelor,Married,Travel_Rarely,No,2487,0,0,0,7,4,1,4,Yes
1340,55,Female,HR,HR Specialist,Master,Single,Travel_Rarely,No,7303,20,31,0,2,2,1,2,No
1341,41,Male,IT,Software Engineer,Master,Divorced,Travel_Rarely,No,4001,3,21,1,22,2,2,3,No
1342,22,Male,IT,Software Engineer,College,Married,Travel_Rarely,No,3727,0,0,0,18,4,1,4,Yes
1343,33,Male,R&D,Research Scientist,Master,Married,Travel_Rarely,No,6124,13,13,9,20,1,4,3,No
1344,51,Female,Sales,Manager,Below College,Divorced,Travel_Rarely,No,6753,5,28,5,4,2,3,2,No
1345,46,Male,IT,Software Engineer,Bachelor,Single,Travel_Rarely,No,6163,11,24,8,10,2,1,2,No
1346,41,Female,IT,Data Analyst,Bachelor,Divorced,Travel_Rarely,No,7176,18,18,7,27,1,2,2,No
1347,29,Female,HR,Recruiter,Master,Divorced,Travel_Rarely,No,4407,5,5,1,24,4,1,3,No
1348,24,Male,R&D,Laboratory Technician,College,Married,Travel_Rarely,No,2383,0,2,0,20,4,2,4,No
1349,51,Male,Sales,Sales Executive,Bachelor,Single,Travel_Rarely,No,5858,14,29,1,4,3,2,3,No
1350,52,Male,Sales,Sales Representative,College,Divorced,Travel_Rarely,No,6075,10,31,2,28,3,3,2,No
1351,53,Male,Sales,Sales Representative,College,Divorced,Travel_Rarely,No,6071,9,33,0,2,1,3,4,No
1352,40,Male,R&D,Research Scientist,College,Single,Non-Travel,Yes,4808,9,19,9,5,3,4,1,No
1353,42,Female,Sales,Manager,Bachelor,Married,Travel_Rarely,No,6645,4,20,0,10,3,2,2,Yes
1354,23,Male,R&D,Manager,Bachelor,Single,Travel_Rarely,Yes,6762,0,0,0,12,4,2,4,No
1355,56,Male,IT,Software Engineer,College,Divorced,Travel_Rarely,Yes,5974,14,36,5,8,3,4,4,No
1356,41,Female,HR,Manager,Master,Married,Travel_Rarely,Yes,10230,15,18,9,15,4,1,3,No
1357,26,Female,R&D,Laboratory Technician,College,Single,Travel_Rarely,Yes,3709,2,2,1,14,3,4,4,Yes
1358,57,Female,R&D,Manager,Bachelor,Married,Travel_Rarely,No,11514,18,34,9,23,2,2,1,No
1359,31,Female,R&D,Laboratory Technician,College,Single,Travel_Frequently,No,3820,2,8,2,22,4,3,4,No
1360,29,Male,HR,HR Specialist,Bachelor,Divorced,Travel_Rarely,No,4895,6,6,5,29,4,2,2,No
1361,42,Male,Finance,Financial Analyst,Master,Single,Non-Travel,No,2127,0,18,0,12,4,2,3,Yes
1362,35,Female,Sales,Sales Executive,College,Single,Travel_Rarely,No,5641,11,11,3,18,4,4,4,No
1363,46,Male,IT,Software Engineer,Bachelor,Married,Travel_Frequently,Yes,4477,4,24,1,29,1,1,2,Yes
1364,49,Female,HR,Recruiter,College,Divorced,Non-Travel,No,3977,5,25,3,8,4,4,4,No
1365,37,Female,Sales,Manager,Bachelor,Divorced,Non-Travel,No,8981,13,13,8,19,1,4,3,No
1366,49,Male,Finance,Financial Analyst,Master,Divorced,Travel_Rarely,Yes,8005,19,25,7,2,4,1,3,No
1367,41,Female,Finance,Manager,Bachelor,Single,Travel_Rarely,No,7875,9,19,4,21,1,3,3,No
1368,51,Male,HR,Recruiter,Bachelor,Married,Non-Travel,Yes,7261,16,30,1,9,3,3,2,No
1369,29,Female,Finance,Manager,Master,Married,Travel_Frequently,Yes,8387,5,7,1,17,2,4,2,No
1370,46,Female,IT,Software Engineer,Bachelor,Single,Non-Travel,No,5611,14,25,7,21,2,2,3,No
1371,54,Male,R&D,Manager,Bachelor,Divorced,Travel_Rarely,No,9091,12,31,8,26,2,4,1,No
1372,60,Female,Sales,Manager,College,Divorced,Travel_Rarely,No,10796,19,37,7,26,3,3,3,No
1373,57,Male,IT,IT Manager,Master,Single,Travel_Rarely,No,9377,10,33,8,1,2,3,1,Yes
1374,38,Female,R&D,Research Scientist,Bachelor,Divorced,Travel_Frequently,Yes,4196,1,17,0,20,1,1,2,No
1375,56,Male,Sales,Manager,Master,Divorced,Travel_Frequently,Yes,8639,5,36,2,9,4,1,4,Yes
1376,23,Female,IT,Software Engineer,Bachelor,Single,Travel_Rarely,No,2902,0,0,0,3,3,3,2,No
1377,47,Male,Sales,Manager,College,Divorced,Travel_Rarely,Yes,10571,20,23,7,3,4,3,1,Yes
1378,60,Male,R&D,Manager,Doctorate,Married,Travel_Rarely,Yes,9555,12,40,6,23,3,4,1,No
1379,54,Male,IT,Data Analyst,Bachelor,Single,Travel_Rarely,No,5682,12,34,10,22,4,1,3,Yes
1380,25,Female,R&D,Laboratory Technician,Bachelor,Single,Travel_Rarely,Yes,3362,3,3,2,23,1,4,2,Yes
1381,32,Male,Finance,Financial Analyst,Bachelor,Married,Travel_Rarely,Yes,3629,6,12,6,26,2,4,4,No
1382,22,Female,Finance,Accountant,Master,Divorced,Travel_Rarely,No,2933,2,2,2,26,1,4,1,No
1383,57,Male,R&D,Manager,Below College,Divorced,Travel_Rarely,No,7607,1,37,0,20,4,1,4,Yes
1384,26,Female,Sales,Sales Representative,Master,Single,Non-Travel,No,3518,2,2,0,20,1,1,1,Yes
1385,45,Female,IT,IT Manager,Bachelor,Single,Travel_Rarely,No,11214,18,25,6,6,3,2,1,No
1386,48,Male,R&D,Research Scientist,College,Single,Travel_Rarely,Yes,4051,1,24,0,16,4,2,1,No
1387,46,Female,R&D,Laboratory Technician,Bachelor,Single,Travel_Rarely,Yes,3989,6,25,5,6,3,4,4,No
1388,39,Female,Finance,Manager,Master,Divorced,Travel_Rarely,No,6767,0,16,0,12,2,1,1,No
1389,23,Male,HR,Recruiter,Master,Single,Travel_Rarely,No,3077,3,3,2,22,4,4,2,No
1390,49,Male,Sales,Manager,College,Single,Travel_Rarely,No,6743,1,29,1,17,2,2,1,Yes
1391,34,Male,IT,Software Engineer,College,Divorced,Travel_Rarely,Yes,5575,7,12,6,8,4,2,4,Yes
1392,31,Female,Finance,Financial Analyst,College,Divorced,Travel_Rarely,No,3414,4,9,2,11,2,3,3,Yes
1393,46,Male,IT,Software Engineer,Master,Married,Travel_Frequently,No,3927,7,24,3,14,2,2,2,No
1394,20,Female,IT,Software Engineer,Below College,Married,Travel_Rarely,No,2855,0,0,0,2,2,2,1,Yes
1395,26,Female,R&D,Manager,Bachelor,Divorced,Travel_Frequently,Yes,6521,3,3,0,12,1,4,2,No
1396,49,Male,R&D,Manager,Master,Single,Travel_Frequently,No,10283,14,26,1,15,4,2,3,No
1397,22,Female,HR,Manager,Bachelor,Divorced,Travel_Rarely,No,7006,0,0,0,2,2,1,3,Yes
1398,22,Female,R&D,Manager,Bachelor,Divorced,Travel_Rarely,No,6185,0,0,0,8,1,2,2,No
1399,42,Female,IT,Software Engineer,Bachelor,Single,Travel_Rarely,Yes,6176,13,18,8,16,1,3,3,No
1400,48,Female,R&D,Laboratory Technician,College,Single,Travel_Rarely,No,4300,6,28,2,29,4,1,1,Yes
1401,33,Male,Sales,Sales Executive,Master,Single,Travel_Rarely,No,5610,11,11,1,15,2,4,3,Yes
1402,41,Female,IT,IT Manager,Bachelor,Married,Travel_Rarely,No,8937,10,17,4,10,3,4,4,No
1403,23,Male,R&D,Laboratory Technician,Master,Divorced,Travel_Frequently,No,2623,1,1,0,6,2,2,3,Yes
1404,56,Male,Sales,Sales Representative,Bachelor,Divorced,Travel_Frequently,No,4704,8,33,8,5,2,1,3,No
1405,51,Male,Finance,Financial Analyst,Doctorate,Divorced,Travel_Rarely,Yes,6334,10,28,9,10,3,3,4,No
1406,27,Female,Finance,Financial Analyst,Master,Married,Travel_Rarely,No,3822,4,7,2,20,1,3,1,Yes
1407,53,Male,HR,Manager,Bachelor,Divorced,Travel_Rarely,Yes,7398,6,31,0,16,4,1,4,No
1408,47,Female,R&D,Research Scientist,Bachelor,Single,Travel_Rarely,Yes,5662,11,24,7,28,3,3,3,No
1409,38,Male,R&D,Laboratory Technician,Doctorate,Divorced,Travel_Frequently,Yes,5871,13,15,1,16,1,2,2,No
1410,25,Male,R&D,Laboratory Technician,Master,Single,Travel_Rarely,No,3954,2,2,1,19,4,2,4,Yes
1411,57,Female,R&D,Laboratory Technician,Bachelor,Divorced,Travel_Frequently,No,6565,17,34,7,9,2,1,1,Yes
1412,46,Male,HR,Recruiter,Bachelor,Married,Travel_Rarely,Yes,8987,20,23,9,3,1,3,4,No
1413,50,Male,Sales,Manager,College,Married,Travel_Frequently,No,10691,16,28,2,2,1,3,2,No
1414,46,Female,Sales,Sales Representative,Bachelor,Single,Travel_Rarely,No,5816,9,26,5,4,1,2,2,No
1415,37,Female,HR,Recruiter,Bachelor,Married,Travel_Rarely,No,7311,17,17,2,10,2,1,2,Yes
1416,32,Male,Sales,Sales Executive,Bachelor,Married,Travel_Rarely,No,5232,9,9,7,12,1,2,1,No
1417,31,Female,R&D,Laboratory Technician,College,Single,Travel_Rarely,Yes,3006,3,11,0,7,2,2,3,Yes
1418,22,Male,IT,Software Engineer,Below College,Married,Travel_Rarely,No,4110,1,2,0,9,1,4,1,No
1419,57,Male,Finance,Accountant,Master,Divorced,Travel_Rarely,Yes,5471,11,36,8,6,2,3,3,No
1420,20,Male,Sales,Manager,Master,Married,Travel_Rarely,Yes,7385,0,0,0,17,1,1,2,Yes
1421,42,Female,Finance,Accountant,College,Single,Travel_Rarely,No,3753,6,19,2,15,4,1,3,No
1422,25,Female,R&D,Research Scientist,Bachelor,Married,Travel_Rarely,No,2962,2,2,0,18,4,3,4,No
1423,43,Male,IT,IT Manager,Bachelor,Divorced,Travel_Rarely,No,9494,15,23,1,5,4,4,1,No
1424,24,Female,Finance,Accountant,Master,Married,Travel_Rarely,Yes,4466,3,3,2,14,4,1,2,No
1425,42,Female,IT,Software Engineer,Bachelor,Married,Travel_Rarely,No,5221,12,18,2,4,3,2,4,Yes
1426,51,Male,IT,Data Analyst,College,Single,Travel_Rarely,No,6273,12,30,8,20,3,2,3,No
1427,38,Female,IT,Data Analyst,Master,Married,Travel_Rarely,Yes,6631,15,15,6,29,3,1,1,No
1428,55,Female,Sales,Sales Executive,Bachelor,Married,Travel_Rarely,No,7314,15,34,10,4,3,4,4,No
1429,30,Male,R&D,Manager,Below College,Single,Travel_Rarely,No,7906,7,7,5,2,4,3,3,No
1430,60,Female,IT,Data Analyst,College,Single,Travel_Rarely,No,2865,3,37,0,22,3,4,3,No
1431,27,Female,Sales,Sales Representative,Master,Married,Non-Travel,No,3163,0,6,0,17,1,4,4,No
1432,56,Female,Finance,Financial Analyst,Bachelor,Divorced,Travel_Rarely,Yes,7188,18,34,9,16,4,1,2,Yes
1433,51,Male,Finance,Accountant,Bachelor,Single,Travel_Rarely,No,5147,6,27,4,8,1,3,4,Yes
1434,56,Female,R&D,Research Scientist,Bachelor,Single,Travel_Rarely,No,4386,6,33,2,22,1,3,3,No
1435,31,Male,R&D,Manager,Bachelor,Divorced,Travel_Frequently,No,8669,5,7,3,21,2,4,3,No
1436,53,Male,IT,Data Analyst,Master,Single,Travel_Rarely,Yes,6340,14,31,6,11,2,3,4,Yes
1437,36,Male,Sales,Sales Executive,Bachelor,Married,Travel_Rarely,Yes,5382,7,13,6,27,2,1,2,Yes
1438,30,Female,Finance,Accountant,Bachelor,Single,Non-Travel,Yes,3973,0,9,0,24,3,2,1,Yes
1439,46,Female,Sales,Sales Executive,Bachelor,Single,Travel_Rarely,No,6169,12,26,9,24,2,2,1,No
1440,51,Male,Finance,Financial Analyst,Master,Married,Travel_Rarely,Yes,8400,19,30,1,24,3,3,4,Yes
1441,46,Female,Finance,Financial Analyst,Bachelor,Single,Travel_Frequently,No,3367,1,22,0,14,3,1,3,No
1442,21,Male,IT,Software Engineer,Master,Divorced,Travel_Frequently,Yes,4099,1,1,1,26,4,3,3,Yes
1443,36,Female,Finance,Financial Analyst,Master,Married,Travel_Rarely,No,5551,7,16,4,26,2,4,3,No
1444,50,Female,IT,Software Engineer,Bachelor,Divorced,Travel_Rarely,No,6286,13,28,8,3,1,2,3,No
1445,23,Male,R&D,Research Scientist,College,Single,Travel_Rarely,Yes,2642,0,0,0,19,4,2,3,No
1446,48,Female,HR,Recruiter,Bachelor,Married,Travel_Frequently,Yes,4172,8,27,3,14,3,3,2,Yes
1447,59,Male,Sales,Manager,Bachelor,Single,Non-Travel,Yes,10265,14,39,5,14,2,1,4,Yes
1448,53,Female,R&D,Research Scientist,Bachelor,Single,Travel_Rarely,Yes,6339,15,30,3,24,2,2,3,No
1449,32,Female,Finance,Financial Analyst,Bachelor,Single,Travel_Rarely,No,5232,11,11,10,20,1,3,3,No
1450,28,Female,Sales,Sales Representative,College,Married,Travel_Frequently,No,3445,5,5,3,18,4,3,1,No
1451,58,Male,Finance,Manager,College,Divorced,Non-Travel,No,8874,8,38,2,12,4,3,4,No
1452,49,Male,R&D,Laboratory Technician,Below College,Single,Travel_Rarely,No,4739,10,29,4,11,4,2,3,No
1453,36,Female,Finance,Financial Analyst,Bachelor,Divorced,Travel_Rarely,No,6064,10,12,7,5,2,3,4,Yes
1454,31,Male,Sales,Sales Executive,Below College,Married,Travel_Frequently,Yes,5833,8,8,8,16,4,4,1,No
1455,29,Male,R&D,Manager,Master,Divorced,Travel_Frequently,Yes,7535,2,7,2,17,3,2,2,Yes
1456,53,Male,Finance,Accountant,Master,Divorced,Travel_Rarely,Yes,2553,2,30,1,10,4,1,3,Yes
1457,29,Male,Finance,Financial Analyst,Below College,Single,Travel_Rarely,No,5466,9,9,7,22,4,4,3,No
1458,56,Male,IT,IT Manager,Bachelor,Divorced,Travel_Rarely,No,7273,1,35,1,3,3,3,1,No
1459,25,Male,Sales,Sales Representative,Bachelor,Married,Travel_Rarely,No,3246,4,4,2,10,4,3,2,No
1460,26,Female,HR,Recruiter,Bachelor,Married,Travel_Frequently,No,3653,2,2,2,20,4,4,3,Yes
1461,22,Female,HR,HR Specialist,Bachelor,Married,Travel_Rarely,No,2595,0,0,0,15,2,4,1,No
1462,53,Female,R&D,Research Scientist,Bachelor,Married,Travel_Rarely,Yes,7545,18,31,9,14,1,1,1,No
1463,25,Male,R&D,Manager,Master,Married,Travel_Rarely,Yes,6920,5,5,5,14,2,4,1,No
1464,36,Female,HR,Manager,Below College,Single,Non-Travel,Yes,8094,6,15,5,1,3,1,4,No
1465,58,Female,HR,Manager,College,Single,Travel_Rarely,No,10429,19,36,0,5,3,4,3,No
1466,33,Female,Sales,Sales Executive,College,Married,Non-Travel,Yes,6576,12,12,2,15,2,1,3,No
1467,51,Female,IT,Software Engineer,Below College,Divorced,Travel_Frequently,No,5604,14,31,6,11,2,3,4,No
1468,57,Female,IT,IT Manager,Bachelor,Married,Travel_Rarely,No,10331,15,37,4,1,4,2,1,No
1469,27,Female,R&D,Laboratory Technician,College,Married,Travel_Rarely,No,3339,3,3,1,24,4,1,2,No
1470,49,Male,HR,Manager,Bachelor,Divorced,Non-Travel,No,9773,12,27,7,7,3,4,2,No
1471,51,Male,Sales,Manager,Bachelor,Divorced,Travel_Rarely,No,9984,15,28,8,29,2,1,1,Yes
1472,27,Male,Sales,Sales Representative,Master,Divorced,Travel_Rarely,Yes,5325,7,7,2,2,3,3,3,No
1473,26,Male,IT,IT Manager,Below College,Single,Travel_Rarely,No,7936,3,3,0,18,1,1,1,No
1474,38,Female,Finance,Accountant,College,Single,Travel_Rarely,No,6185,14,14,6,27,1,2,3,No
1475,41,Female,Sales,Sales Representative,College,Divorced,Travel_Rarely,Yes,4539,5,17,1,22,3,4,3,Yes
1476,49,Female,R&D,Laboratory Technician,Bachelor,Single,Travel_Rarely,Yes,6192,14,29,6,11,1,1,1,No
1477,29,Male,HR,Manager,Bachelor,Divorced,Travel_Rarely,No,6766,5,5,1,27,3,3,3,No
1478,54,Female,R&D,Research Scientist,Bachelor,Divorced,Travel_Rarely,No,7075,20,32,2,18,2,3,1,No
1479,25,Female,R&D,Research Scientist,Bachelor,Married,Travel_Rarely,No,4073,1,1,1,26,2,1,1,No
1480,23,Female,Finance,Accountant,Bachelor,Single,Travel_Rarely,No,3169,1,1,0,10,1,1,1,No
1481,60,Male,Finance,Manager,Bachelor,Single,Travel_Frequently,No,7965,9,38,5,11,2,4,2,No
1482,46,Male,Sales,Sales Representative,Bachelor,Divorced,Travel_Rarely,No,3163,1,26,1,3,2,4,2,No
1483,47,Female,R&D,Manager,College,Divorced,Travel_Rarely,No,10206,13,24,8,15,2,2,4,Yes
1484,22,Male,Sales,Sales Representative,Bachelor,Single,Travel_Rarely,No,2247,0,0,0,12,1,4,1,Yes
1485,38,Female,Finance,Financial Analyst,College,Divorced,Travel_Rarely,Yes,4820,4,18,0,10,4,1,3,No
